index,topics
122,"영장, 협박, 유, 소포"
123,"아프리카, 닉슨, 대통령, 레이건, 대, 그, 노예, 미국, 대표단, 전화"
124,"배터리, 업계, SK이노베이션, 중국, LG화학, 사장, 업체, 소송, 경쟁력, 소재"
125,"교육부, 평가, 서울, 일반, 부산, 지정, 사고, 전환, 심의, 교육청"
126,"소개팅, 회사, 만남, 신고, 애, ᆸ, 관련, 피해, 만, 여성"
127,"금리, 대출, 기준, 하락, 수신, 은행, 저축, 예금, 포인트, 폭"
128,"북한, 발사, 프랑스, 중단, 탄도미사일"
129,"차, 일본, 브랜드, 판매량, 감소, 수입, 불매운동, 상반기, 대비, 중고차"
130,"정부, 투자, 효과, 지출, 경기, 민간, 소비, 성장, 부양, 포인트"
131,"업무, 재량근로제, 노동자, 필요, 부여, 가능"
132,"식중독, 위험, 발생, 단계, 예측, 전국, 지도, 정보, 조리"
133,"북한, 탄도미사일, 발사, 시험, 사격, 군, 지난달, 무기, 남조선, 경고"
134,"수석, 김, 대통령, 일자리, 문, 정부, 청와대, 조원, 민정수석, 비서관"
135,"통계청, 채소, 전체, 포인트, 물가, 하락, 상승, 가격, 소비자, 서비스"
136,"금리, 인하, 연준, 시장, 미국, 경기, 연방, 만, 개월, 달러"
137,"남성, 미상"
138,"홍콩, 시위, 참가자, 폭동, 경찰, 중국, 반대, 정부, 선전, 송환법"
139,"터널, 수문, 직원, 시설, 양천구, 배수, 현대건설, 오전, 빗물, 저류"
140,"일본, 일정, 지난달, 원단, 당, 정부, 수출, 총리, 아베, 간사장"
141,"격리, 부모, 아동, 법원, 자녀, 수용, 이민자, 불법, 미국, 연방"
142,"화물, 기사, 운송, 억, 지급, 뒤"
143,"사고, 사망, 안전, 산재, 관리, 현장, 발생, 노동자, 강화"
144,"해무, 부산, 봉래산, 지역, 도, 주무관, 장관, 장면, 안개, 해면"
145,"돈, 주장, 영상, 유튜브, 그, 지역, 제한, 카지노, 도박, 억"
146,"개발, 성공, 중소기업, 용기, 시장, 포장, 일본산, 비닐, 알콜, 성능"
147,"공개, 영상, 피의자, 거, 수사, 경찰, 언론, 재판, 체포, 국민"
148,"여야, 위, 안보, 산불, 제안, 예정, 긴급, 오전, 청와, 대"
149,"만, 결정, 방침, 중단, 새우, 꽃, 군산, 농심, 품질, 어민"
150,"브랜드, 포레, 공간, 연결, 아파트, 한화건설, 주거"
151,"교육부, 사고, 지정, 평가, 서울, 교육청, 취소, 학교, 정부, 서울교육청"
152,"직, 만, 자발, 증가, 이직, 계약, 기간, 최대"
153,외교부
154,"미국, 공유, 한국, 핵무기, 고려, 미, 핵, 일본, 상원, 위원장"
155,"재산, 가족, 정신, 제도, 낭비, 능력, 남편, 후견, 탕진, 정치"
156,"여성, 경찰, 현지, 현장, 해당"
157,"4대강, 금강, 보, 처리, 강, 사업, 자연, 낙동강, 정부, 개방"
158,"보, 4대강, 환경부, 조사, 지역, 농민, 취, 양수장, 지방, 개방"
159,"미국, 일본, 한국, 휴전, 해결, 장관, 중재, 제안, 백색국가, 제외"
160,"조, 억, 영업이익, 지난해, 분기, 매출, 반도체, 기간"
161,"정책위의장, 당"
162,"일본, 방콕, 장관, 외교장관회담, 수출, 미국, 분쟁, 강경, 한일, 제외"
163,"미사일, 발사, 트럼프, 볼턴, 북한, 미국, 위반, 보좌관"
164,"시신, 발견, 임진강, 군, 경찰"
165,"금융, 재산, 휴면, 만기, 조, 후, 소비자"
166,"업무, 근로자, 노동, 근무, 재량근로제, 필요, 부, 정부, 행보, 사용자"
167,"파업, 노조, 울산, 건설, 레미콘, 산업, 현대차, 물, 분할, 플랜트"
168,"일본, 회의, 정부, 배제, 수출, 대응, 조치, 총리, 대일, 특사"
169,"일본, 의원, 회장, 누카, 방, 자민당, 서, 국회, 입장, 제외"
170,"지원, 홍, 정책위의장, 일본, 당, 수출규제, 합의, 화이트리스트, 배제, 대응"
171,일본
172,"총리, 일본, 특사, 총리실, 입장, 협상, 단계, 제외, 발표, 상황"
173,"제소, 일본, 해결, 협의, 위원, 정부, 규제, 통상, 양자, 상소"
174,일본
175,"생산, 지수, 감소, 하락, 제조업, 능력, 분기, 연속, 규제, 산업"
176,"규제, 군사정보보호협정, 간, 협력, 통제, 명분, 이유, 불신, 수출, 한국"
177,"탄도미사일, 발사, 요격, 북한, 신형, 미사일, 고도, 군, 풀, 업"
178,"북한, 주재, 만, 발사, 재개, 회의"
179,"북한, 미국, 발사, 미사일, 한반도, 관련, 노력, 한국, 아베, 총리"
180,"급, 잠수함, 북한, 탑재, 국방부, 로미오, 진수, 발사, 건조"
181,"청와대, 이날, 운영, 위, 연기, 원내대표, 비판, 북한, 탄도미사일, 발사"
182,"발사체, 미사일, 탄도미사일, 북한, 군, 거리, 규정, 발사, 표현, 단"
183,"특위, 민주당, 장비, 대응"
184,"호날두, 당, 정당"
185,
186,"대표, 논란, 기자, 리더십, 편, 당, 친박, 황"
187,"당, 총선, 갈등, 보고서, 국민, 한, 연구원, 민주당, 책임, 비판"
188,"협상, 중국, 미중, 합의, 무역협상, 분, 미국, 트럼프, 미, 대통령"
189,"대통령, 대, 흑인, 노예, 인종차별, 그, 소유, 윌슨, 트럼프, 달러"
190,"독일, 미국, 호위, 호르무즈, 참여, 영국, 요청, 작전, 정부, 주도"
191,"대통령, 브라질, 트럼프, 중국, 미국, 나루, 대사, 지명, 보우소나, 장관"
192,"호주, 카지노, 사업, 혐의, 시, 주석, 도박, 치밍, 조사"
193,"경찰, 시위, 홍콩, 시위대, 폭동, 혐의, 대응, 기소, 참가자, 정부"
194,"학교, 표본, 서울교육청, 수거, 사고, 초·중·고교, 실험실, 포르말린, 전량, 액침표본"
195,"장, 배, 범죄, 지검, 공정, 검찰, 경제, 국민, 법"
196,"유, 협박, 소포, 윤, 의원, 경찰, 구속, 영장, 메시지"
197,"부장, 기, 윤석열, 검찰, 단, 동부, 환경부, 의혹, 정부, 겨냥"
198,"위원, 추천, 변호사, 인권, 한국, 당, 상임"
199,"입주, 기숙사, 주택, 청년, 서울, 신청, 소득, 만"
200,"동물, 학대, 고양이, 사건, 경찰, 동물학대, 처벌, 서울, 의심, 부상"
201,"김, 만, 버스, 책임, 회사, 치료, 지급, 손해, 인정, 심"
202,"공무원, 신분, 근무, 조건, 법정, 주의, 유지, 유족, 퇴직, 시"
203,
204,"위원회, 국가, 사무국, 물, 유역, 환경부, 민간, 관리, 지원, 결정"
205,"만, 보험료, 이용, 혜택, 급여, 소득, 지난해, 보험, 부담, 건강보험"
206,"직위, 인재, 장, 임기, 과장, 개방, 공무원, 단, 관리, 인사"
207,"환자, 응급의료, 지수, 인, 병원, 지난해, 기관, 센터, 비율, 전담"
208,"공원, 물놀이, 곳, 운영, 장"
209,"여성, 안전, 신림동, 인, 가구, 관악구, 주민, 반상회"
210,"보육, 정책, 어린이집, 청, 연구, 용역, 동작구"
211,"금리, 요구, 인하, 수용률, 은행, 시중은행, 대출, 접수, 금융, 대"
212,밥솥
213,"가격, 매장, 상품, 국민, 일렉트로마트, 이마트, 에브리데이, 부츠, 절반, 저가"
214,"이행, 관세, 미국, 덤핑, 분쟁, 기간, 판정, 정부, 억, 보복"
215,"전자담배, 판매량, 궐련, 억, 만, 갑, 담배, 상반기, 판매, 전체"
216,"신협, 이사, 세계, 김, 회장, 금융, 한국"
217,"플레이, 스타트업, 플러그앤드, 세계, 협약, 육성"
218,"분기, 삼성전자, 램, 가격, 수요, 수출, 반도체, 생산, 라인, 위"
219,"당, 흑, 업계, 인기, 단맛, 전문점, 커피, 편의점, 자극, 맛"
220,"금리, 대출, 주택, 변동, 기준, 연, 은행, 수수료, 코픽스, 소비자"
221,"재산세, 주택, 부동산, 과세, 억, 잔금, 세금, 보유, 종합부동산세, 기준"
222,"계좌, 연금, 주식, 출시, 가입, 뷰티, 삼성증권, 개인, 서비스, 금리"
223,"경기, 출전, 육상, 남성, 국제, 연맹, 결정, 세메냐, 수치, 호르몬"
224,
225,"노동, 협약, 정부, 비준, 관계, 핵심, 법, 개정안, 노조, 금지"
226,"북한, 미사일, 발사, 훈련, 한국, 도발, 미, 어제, 이번, 미국"
227,"백색국가, 제외, 수출, 한, 일본, 정부, 한국, 회담, 결정, 규제"
228,"스즈키, 스탠드, 스틸, 폭스바겐, 일본, 매수, 주식, 기업, 합의, 한일"
229,"금리, 인하, 차례, 파월, 의장"
230,"금리, 기준, 차례, 개월, 만, 시장, 글로벌, 인하"
231,"강성욱, 여성, 경찰, 혐의, 메시지, 범행, 신고"
232,"북한, 안보리, 발사, 회의, 탄도미사일, 유엔, 관련, 소집, 프랑스, 공개"
233,"유군, 경찰, 실종, 군, 시, 분, 신고, 행적"
234,"무좀, 균, 발톱, 동반, 각질, 원인, 환자, 곰팡이, 증상, 교수"
235,"수익, 수익률, 상품, 만, 누적, 예금, 금리, 위험, 과세, 평균"
236,"대, 상반기, 중국산, 자동차, 볼보, 생산, 지난해, 판매, 스웨덴, 차"
237,"분양가, 상한제, 적용, 민간택지, 아파트, 상승, 주택, 도입, 배, 최근"
238,"억, 달러, 위, 기업, 아시아, 유통, 지난해, 시장, 지역, 이커머"
239,"판매량, 만, 갑, 올해, 상반기, 궐련, 판매, 전자담배, 억"
240,"응급, 의료, 센터, 응급의료, 기관, 응급실, 지역, 병상, 환자, 포화"
241,"조약, 미국, 러시아, 탈퇴, 핵, 중국, 우려, 소련, 냉전, 금지"
242,"인도, 이혼, 관습, 금지, 무슬림, 가결, 만, 승리, 성립, 법"
243,"컵, 수거, 회, 매장, 지난해, 체계, 커피, 활용, 업체, 사용"
244,"은행, 라인, 대만, 설립, 인터넷, 핀테크, 전문, 뱅크, 준비, 사무소"
245,"당, 총선, 한국, 대, 보고서, 대통령, 선거, 북풍, 민주당, 한일"
246,"피자헛, 제품, 피자, 정상, 환불, 탄, 한국, 대응, 여론, 매장"
247,"이행, 미국, 덤핑, 관세, 분쟁, 판정, 정부, 억, 기간, 부과"
248,"북한, 발사, 미사일, 탄도미사일, 고도, 유엔, 요격, 미, 정부, 이번"
249,"한, 일본, 미, 정부, 장관, 회담, 한국, 외교장관회담, 조치, 수출"
250,"영장, 협박, 유, 소포"
251,"수사, 차장, 검사, 서울중앙지검, 장, 부장, 지휘, 사건, 의혹, 발령"
252,"시험, 사격, 북한, 신형, 탄도미사일, 김, 위원장, 방사포"
253,"시험, 사격, 장관"
254,"빗물, 시설, 구조, 오전, 시, 분, 사고, 폭우, 작업자, 목동"
255,"일본, 국민, 정부, 감정, 논개, 몸, 대일, 분노, 한국, 대통령"
256,"배수, 실종자, 시설, 오전, 분"
257,"아프리카, 닉슨, 대통령, 레이건, 대, 그, 노예, 미국, 대표단, 전화"
258,
259,"금리, 인하, 트럼프, 대통령, 포인트, 파월"
260,"교육부, 평가, 서울, 일반, 부산, 지정, 사고, 전환, 심의, 교육청"
261,"소개팅, 회사, 만남, 신고, 애, ᆸ, 관련, 피해, 만, 여성"
262,"크리에이터, 유튜브, 콘, 텐트, 샌드박스, 미디어, 콘텐트, 억, 채널, 비즈니스"
263,"발사, 안보리, 북한, 미사일, 유엔, 관련, 채택, 프랑스, 성명, 소집"
264,"사격, 북한, 시험, 발사, 개발, 방사포, 탄도미사일, 무기, 지난달, 미사일"
265,"실종자, 시설, 분, 빗물, 배수, 발견, 오전, 시, 수색, 작업"
266,"분, 현장, 직원, 구조, 빗물, 발견, 시, 배수, 시설, 당국"
267,탄도미사일
268,"북한, 미사일, 주장, 주한미군, 무기, 남조선, 발, 방사포, 개발, 도발"
269,"화물, 기사, 억"
270,"식중독, 위험, 발생, 단계, 예측, 전국, 지도, 정보, 조리"
271,"이스라엘, 승인, 국가, 팔레스타인, 요르단, 강, 서안, 주택, 채, 정착촌"
272,"북한, 탄도미사일, 발사, 시험, 사격, 군, 지난달, 무기, 남조선, 경고"
273,"빗물, 현장, 배수, 오전, 시, 안, 협력업체, 터널, 사고, 시설"
274,"일본, 매출, 불매, 운동, 기업, 이후, 여행, 감소, 직장인, 회사"
275,"수석, 김, 대통령, 일자리, 문, 정부, 청와대, 조원, 민정수석, 비서관"
276,"통계청, 채소, 전체, 포인트, 물가, 하락, 상승, 가격, 소비자, 서비스"
277,"금리, 인하, 연준, 시장, 미국, 경기, 연방, 만, 개월, 달러"
278,"시험, 사격, 북한, 신형, 대구경조종방사포, 군"
279,"남성, 미상"
280,"귀순, 북한, 군인, 여부, 확인, 군사분계선, 남성, 전선, 미상, 북한군"
281,미상
282,"수색, 경찰, 실종, 조, 양, 조양, 추정, 분석, 드, 육군"
283,
284,"클럽, 신고, 직원, 진입, 확인, 마약, 투약, 조사, 경찰, 경찰관"
285,"자민당, 측, 일본, 방, 회동"
286,"북한, 미사일, 안보리, 발사, 트럼프, 대통령, 관련, 회의, 미국, 미"
287,"미국, 군사훈련, 미, 연합훈련, 한미연합, 북한, 한국, 동맹, 군사, 연습"
288,"금리, 인하, 연준, 긴축, 파월, 미국, 차례, 통화, 종료, 기준"
289,"일본, 일정, 지난달, 원단, 당, 정부, 수출, 총리, 아베, 간사장"
290,"미상, 신병, 확보"
291,"자민당, 일본, 방, 간사장"
292,"화물, 기사, 운송, 억, 지급, 뒤"
293,"물가, 통계청, 개월, 디스인플레이션, 소비자, 상승, 연속, 하락"
294,"과일, 향, 맛, 과즙, 식이, 섬유, 수박, 멜론, 제품, 사용"
295,외교부
296,"미국, 공유, 한국, 핵무기, 고려, 미, 핵, 일본, 상원, 위원장"
297,"대사, 유엔, 미국, 크래프, 대통령, 트럼프, 지명자, 상원, 인준, 헤일리"
298,
299,"운송, 화물, 기사, 지급"
300,"크로스백, 디자인, 감지, 베르사유, 안전, 운전자, 주행, 프랑스, 사용, 차"
301,"이벤트, 고객, 진행, 회원, 팩토리, 주년, 가입, 대상, 왕, 푸딩"
302,"재산, 가족, 정신, 제도, 낭비, 능력, 남편, 후견, 탕진, 정치"
303,"수출, 달러, 억, 개월, 감소, 일본, 반도체, 부진, 한국, 연속"
304,"국가, 한국, 일본, 위원장, 백색, 제외, 아베, 수출"
305,"여성, 경찰, 현지, 현장, 해당"
306,"미국, 일본, 한국, 휴전, 해결, 장관, 중재, 제안, 백색국가, 제외"
307,"클럽, 경찰, 진입, 신고, 직원, 방해, 출동, 마약, 투약, 확인"
308,"바베큐, 캠핑, 우노, 드, 용품, 사용, 출원, 건, 물질, 파워"
309,"미사일, 발사, 트럼프, 볼턴, 북한, 미국, 위반, 보좌관"
310,"시신, 발견, 임진강, 군, 경찰"
311,"불행, 응답, 경제, 응답자, 원인, 조사, 대, 삶, 여성, 남성"
312,"대책, 일본, 정부, 수출, 김, 실장, 품목, 기업"
313,"방콕, 북, 대표, 미, 미국, 핵, 수석, 외교부, 관련"
314,"경찰, 신고, 클럽, 직원, 마약, 경찰관, 진입, 신고자"
315,"발사, 평가, 결과, 시험, 사격, 보도, 세력"
316,"일본, 반도체, 한국, 소장, 노가미, 소재, 산업, 수출, 제조, 예상"
317,"미국, 공유, 핵, 위원장, 한국, 일본, 전술, 상원, 핵무기, 호프"
318,"시, 분, 발견, 오전, 시설, 빗물, 안, 시신, 고립, 저류"
319,남성
320,"아세안, 무역, 외교장관, 공동, 성명, 관련, 한국, 일본, 장관, 완전"
321,"사진, 부장, 군, 중정, 사태, 육군, 김"
322,"발견, 군, 시신"
323,"미국, 함자, 알카에다, 빈, 라덴, 공격, 그, 당시, 아버지"
324,"난방, 시스템, 지역, 대형, 강입자, 건설, 충돌, 예정, 과학, 에너지"
325,"북한, 발사, 볼턴, 미사일, 보좌관, 트럼프"
326,"시신, 발견, 군, 경찰"
327,"금리, 인하, 연준, 포인트, 파월, 이날, 경제, 의장, 미국, 추가"
328,"한진칼, 항공, 델타, 지분, 경영, 케이씨지아이"
329,"직장, 성희롱, 근로자, 괴롭힘, 업무, 이유, 행위, 해당, 피해, 성"
330,"이노션, 웰컴, 미국, 광고, 디지털, 그룹, 인수, 진출"
331,"주검, 발견, 경찰, 군"
332,"북한, 발사, 탄도미사일, 안보리, 유엔, 회의"
333,"시신, 발견, 군, 경찰"
334,"일본, 정보, 의원, 북한, 지소미아, 금지, 합의, 건, 보복, 김"
335,"수출, 감소, 반도체, 석유, 개월, 연속, 감소세, 제품, 단가, 하락"
336,"볼턴, 북한, 보좌관, 미사일, 대통령, 발사, 트럼프, 미국, 관련, 김정은"
337,"당, 행위, 대표, 한국, 나라"
338,"분, 안, 배수, 터널, 소방, 당국, 오전, 직원, 고립, 실종자"
339,"대표, 이사"
340,"시, 분, 현장, 터널, 현대건설, 발견, 시신, 상황, 목동, 배수"
341,"일본, 한국, 백색국가, 제외, 정부, 국가, 마리, 아베, 영향, 조치"
342,"시, 분, 직원, 빗물, 현장, 아침, 서울시, 협력업체, 현대건설, 사고"
343,"물가, 서비스, 하락, 현상, 정부, 정책, 소비자, 요인, 공공, 지난해"
344,발견
345,"위원장, 전술, 일본, 미국, 북한, 미사일, 발사, 공유, 볼턴, 핵"
346,"시신, 추정, 군, 경찰, 북한, 주민, 발견, 처리, 임진강, 당국"
347,"고용, 기업, 창출, 우수, 태성에스엔이, 으뜸, 선정, 청녀, 증가, 근로자"
348,"의원, 배제, 국회, 자민당, 한국, 강행, 강, 미국, 역할, 일본"
349,"대통령, 노예, 그, 흑인, 대, 인종차별, 아프리카, 미국, 닉슨, 발언"
350,"물가, 상승, 하락, 소비자, 개월, 연속, 포인트, 디플레이션, 우려, 지난해"
351,"수출, 개월, 품목, 연속, 감소, 지난해, 수입, 일본, 수출규제, 억"
352,"해고, 간, 만, 조직, 직원, 제기, 소송, 회사"
353,"공무원, 수당, 지급, 겸임, 보수, 근거, 민사, 소송, 청구, 업무"
354,"남성, 분신, 분"
