index,topics
0,"반도체, 시스템, 정부, 기업, 삼성전자, 투자, 억, 수요, 한국, 육성"
1,"의원, 투쟁, 국회, 대표, 자유, 패스트트랙, 지정, 직, 뒤, 민주주의"
2,"왕, 관계, 시대, 아키히토, 일본, 나루히토, 한, 왕세자, 레이, 즉위"
3,"건강, 보험, 혜택, 환자, 비, 건보, 검사, 적용, 만"
4,"선발, 전형, 대입, 2021학년도, 대학, 정시, 비중, 위주, 대비, 학생부"
5,"알바그다디, 테러, 그, 영상, 스리랑카, 주장, 공격, 공개, 발언, 모습"
6,"국채, 발행, 고발, 혐의, 기재, 부, 기소, 적자, 사무관, 처분"
7,"반도체, 대통령, 삼성전자, 기업, 분야, 문, 시스템, 정부, 투자, 산업"
8,"중국, 5·4운동, 주년, 천안문, 행사, 기념식, 사상, 기념비, 운동, 실현"
9,"분기, 반도체, 사업, 억, 이후, 메모리, 매출, 기록, 업황, 디스플레이"
10,"드라이빙, 브랜드, 프로그램, 현대차, 체험, 자동차, 익스피리언스, 운전, 교육, 고객"
11,"삐에로, 부산, 아트몰링점, 쑈핑, 이마트, 서울, 대, 매장, 층, 쑈"
12,"지난해, 영향, 만, 부채, 공공기관, 직, 조, 억, 정규, 당기순이익"
13,"가구, 만, 근로장려금, 신청, 국세청, 대상, 금, 단독, 소득, 지원"
14,"금융, 대출, 혁신, 조, 계획, 기업, 청년, 지원, 간, 창업"
15,"해산, 정부, 정당, 심판, 청구, 사유, 청원, 헌법, 헌재, 한국당"
16,"재판부, 구속, 재판, 차장, 기소, 기간, 임, 추가, 증인, 심리"
17,"부장, 징계, 김, 검사, 해임, 음주, 운전, 법무부"
18,"분양, 가구, 만, 서울, 건, 광진구, 아파트, 청약, 수도"
19,"광주, 일자리, 투자, 광주시, 억, 완성, 차, 공장, 현대차, 광주은행"
20,"억, 시, 지역, 모아, 제천, 발행, 차, 어치, 만"
21,"SK이노베이션, 화학, 미국, 배터리, 소송, 제기, 전기, 차, 사업, 국내"
22,"CJ제일제당, 밥, 제품"
23,"소형모듈원전, 두산중공업, 원자로, 공급, 미국, 핵심, 기기, 원전, 건설, 프로젝트"
24,"안전, 교육, 도교육청, 직원, 취득, 자격증, 경북, 업무, 학생, 학교"
25,"부시장, 윤, 서울시, 공무원, 행정, 본부장, 기획조정실장, 출마"
26,"언론인, 이화"
27,"지분, CJ푸드빌, 투썸플레이스, 매각"
28,"어린이집, 보육, 거점, 연장, 곳, 아이, 서비스, 교사, 인건비, 돌"
29,"회장, 구속, 검찰, 채용, 부정, 김, 의원, 채용비리, 수사, 청탁"
30,"정당, 해산, 헌재, 위헌, 제소, 정부, 헌법, 당, 심판, 결정"
31,"통일, 북한, 주민, 교수, 평화, 교회, 운동, 남북, 비용, 중앙대"
32,"절제, 금주, 임신, 태아, 증후군, 금연, 알코올, 예방, 음주, 회"
33,"한, 일본, 정부, 합의, 양국, 해결, 역사, 위안부, 간, 필요"
34,"채용, 회장, 과정, 의원, 검찰, 지시, 구속, 김, 청탁"
35,"검진, 건강, 결과, 질병, 효과, 연구, 변화, 국가, 예방, 교수"
36,"비닐, 규제, 비닐봉지, 시장, 마트, 장바구니, 손, 종량제봉투, 적용, 플라스틱"
37,"SK이노베이션, 화학, 기술, LG화학, 폴크스바겐, 배터리, 핵심, 유출, 미국, 업계"
38,"숙박, 호텔, 공유, 에어비앤비, 업체, 사업, 예약"
39,"조, 분기, 영업이익, 억, 삼성전자, 지난해, 인텔, 반도체, 실적, 매출"
40,"투썸플레이스, 지분, 억, 푸드빌, 앵커파트너스, 계약, 매각"
41,"직원, 운항, 아시아나항공, 휴직, 무급, 노선, 매각, 조직, 직, 수익"
42,"증가, 지수, 산업, 생산, 감소, 경기, 이후, 소비, 투자, 전달"
43,"자살, 예방, 봄철, 햇볕, 센터장, 장, 교수, 급증, 일조량, 변화"
44,"대사, 김, 베트남, 징계, 주, 행사"
45,"한국당, 의원, 투쟁, 회의, 패스트트랙, 지정, 대표, 표결, 발언, 방해"
46,"안, 상임위, 석, 민주당, 당, 지역구, 패스트트랙, 선거법, 법, 공수처"
47,"의원, 원내대표, 총선, 선, 출마, 선언, 승리, 강조"
48,"패스트트랙, 조, 수석, 공수처, 법, 글, 검찰, 청와대, 국회, 지정"
49,"청와대, 청원, 한국당, 만, 국민청원, 지지, 정부, 접속, 베트남, 해산"
50,"과이, 의장, 군인, 영상, 정부, 중무장, 대통령, 진압, 군, 정권"
51,"커뮤니티, 성, 혐의, 범죄, 촬영, 조사, 글, 해당, 게시글, 댓글"
52,"사장, 시장, 만, 700만원, 퇴직금, 저, 제, 수산, 업주, 거"
53,"장애인, 장애, 직장, 인식, 개선, 신청"
54,"미국, 선희, 최, 북한, 핵, 경로, 변경, 부, 결과, 주장"
55,"만, 경조사비, 부처, 공무원, 모, 김영란법, 부조금, 공직자, 관련, 경조사"
56,"만, 연봉, 억, 공공기관, 직원, 장, 평균, 예탁결제원, 위, 금융"
57,"왕, 아키히토, 천황, 퇴위, 일본, 왕세자, 대통령, 관계, 이날, 총리"
58,"삼성전자, 공정, 나노, 파운드리, 반도체, 삼성, 이재용, 부회장, 칩, 대만"
59,"왕, 참석, 여성, 즉위, 왕실, 나루히토, 오전, 의식, 식, 새"
60,"군, 학생, 기절, 학교, 가해, 영상, 경찰, 기숙사, 놀이, 피해"
61,"식물원, 종, 식물, 공원, 만, 운영, 개원, 습지, 온실, 국내"
62,"모, 서울, 대사관, 호소문, 강제, 한국, A씨, 외교부, 중국, 북"
63,"대통령, 문, 반도체, 파운드리, 시스템반도체, 삼성전자, 분야, 세계, 위, 지원"
64,"해산, 청원, 한국당, 국민, 정부, 정당, 청와대, 자유, 기록, 민주당"
65,"대통령, 비전, 규제, 경제, 투자, 산업, 현장, 한국, 문, 시스템반도체"
66,"병원, 정상, 운영, 날, 은행, 문, 근로자, 관공서, 우체국, 근로"
67,"정부, 독재, 대표, 의원, 원전, 자유, 국민, 한국당, 총회, 주장"
68,"중국, 맥도날드, 깃털, 치킨윙"
69,"경제, 북한, 소련, 공급, 수입, 장난감, 세계, 자력갱생, 부족, 생산"
70,"일본, 트럼프, 미, 외교, 미국, 아베, 한, 북한, 워싱턴, 골프"
71,"트럼프, 국정, 미국, 세계, 대통령, 정부, 정책, 일관, 합리, 경제"
72,"언론, 자유, 국가, 언론인, 세계, 날, 독립, 보호, 뉴스, 미디어"
73,"법안, 한국당, 패스트트랙, 여야, 처리, 국회, 선거법, 개정안, 사태, 합의"
74,"경제, 분기, 대통령, 발표, 현실, 반도체, 부진, 경기, 투자, 기업"
75,"경제, 혁명, 정부, 정책, 위기, 실세, 재정, 정권, 환경"
