index,topics
69,"훈령, 언론, 검찰, 법무부, 기자, 조, 오보, 수사, 검찰청, 확인"
70,"경제, 대통령, 정부, 선거, 평균, 교체, 세계, 실업, 정권, 해"
71,"하원, 공식, 투표"
72,"하원, 공개, 석, 투표, 청문회, 공식, 결의안, 절차, 증인, 내용"
73,"자치, 지방, 법, 지역, 정치, 날, 민주주의, 시민, 관련, 중앙"
74,"모델, 성능, 제거, 소음, 공기청정기, 능력, 만족, 미세, 먼지, 유해"
75,"사고, 수색, 총리, 독도, 장관"
76,"서비스, 커뮤니티, 시설, 제공, 한남, 카운티, 스카이, 주거, 대림산업, 글로벌"
77,"독도, 수색, 당국, 헬기, 사고, 총리, 장관"
78,"하원, 결의안, 절차, 공개, 석, 민주당, 대통령, 탄핵조사, 증인, 탄핵"
79,"조직, 아부, 음성, 알쿠라이시"
80,"알바그다디, 아부, 알쿠라이시, 사망, 미군, 작전"
81,"그랜트, 장관, 휴, 자비드, 재무, 악수, 당신, 언론, 거절, 인터뷰"
82,"여성, 도시, 친화, 협의체, 조성, 정책, 광명시, 평등, 사업, 추진"
83,"하원, 조사, 민주당, 트럼프, 탄핵, 대통령, 결의안, 표결, 진행, 공화당"
84,"한전, 정부, 전기, 요금, 할인, 억, 손실, 보전, 만, 누진"
85,"영입, 한국당, 의원, 대장, 당, 대표, 박, 조국, 교수, 출신"
86,"총리, 총선, 정, 의장, 의원, 출마, 여, 정치, 분위기, 대표"
87,"대표, 당원, 당, 사퇴, 권리, 요구, 만, 이해찬, 장관"
88,"위기, 세계, 국가, 그, 핀란드, 미국, 한국, 관계, 다이아몬드, 교수"
89,"조, 영장, 구속, 검찰, 혐의, 심사, 상태, 웅동, 도피, 교사"
90,"교수, 변, 대통령, 그, 경제, 박, 계획, 지적"
91,"법무부, 언론, 오보, 출입, 판단, 발표, 수사, 기자, 제한, 규정"
92,"검찰, 수사, 공수처, 반부패수사청, 의원, 기소, 당, 경찰, 한국당, 설치"
93,"농업, 명예, 교수, 정책, 정부, 경제, 김, 개도국, 조직, 협상"
94,"마약, 제조, 폰, 원료, 의약품, 정보, 적발, 필로폰, 사용, 접속"
95,"조사, 세무, 언론사, 여부"
96,"여성, 친구, 남자, 저, 협박, 경찰, 광주, 문자메시지, 지인, 선택"
97,"충남대, 촬영, 경찰, 교수, 화장실, 조사, 여성, 신체, 사진, 영상"
98,"유, 부시장, 검찰, 부산시, 사의, 금융, 의혹"
99,"의원, 정치, 자금, 만, 황, 혐의, 확정, 징역, 집행, 유예"
100,"교육감, 법원"
101,"조사, 서울, 시교육청, 교사, 정치, 교육, 편향, 반, 논란, 서면"
102,"강좌, 만, 강사, 전임, 교원, 학점, 지난해, 학기, 대학, 강의"
103,"마일리, 결제, 복합, 현금, 항공, 공정위, 대한항공, 지, 방식, 항공사"
104,"혐의, 도박, 경찰, 기소, 의견, 검찰"
105,"보고서, 위협, 한국, 분담금, 미국, 워싱턴, 주장, 미군, 거론, 방위비"
106,"문, 윤, 실장, 청와대, 전달, 조, 대통령, 오후, 북측, 강"
107,"대통령, 문, 공동, 대표, 박, 책상, 홍, 제, 배려, 병원"
108,"정의당, 대표, 임명, 의원, 조국, 장관"
109,"복지, 국민, 좌파, 현금, 방향, 국가, 역류, 선거, 경제, 세력"
110,"아인슈타인, 공대, 사물함, 학교, 연구, 취리히, 세계, 학점, 종, 학생"
111,"대, 비행기, 균열, 사고, 제주항공, 발견, 이륙, 회항, 기체, 최근"
112,"농약, 농산물, 잔류, 수입, 사용, 안전, 허용, 관리, 시행, 국내"
113,"풍어제, 어획량, 고등어, 부산공동어시장, 생선, 시작, 용왕, 위, 만, 올해"
114,"협상, 트럼프, 미국, 억, 달러, 대통령, 한국, 인상, 차, 방위비"
115,"북한, 발사, 발사체, 발, 문, 도발, 상, 조, 뒤, 이날"
116,"정책, 미국, 대사, 워싱턴"
117,"구속, 영장, 조, 혐의"
118,"소상공인, 맞춤, 양복, 대표, 산업"
119,대통령
120,"정부, 협상, 미국, 대사, 외교, 미, 한국, 지소미아, 중심, 필요"
121,"발사, 북한, 도발, 방사포, 발, 발사체, 시험, 대형, 개발, 김"
122,"정규, 직, 통계청, 통계, 만, 기간, 문항, 질문, 설문, 조사"
123,
124,"세종, 시, 상가, 경매, 낙찰, 투자, 가격, 업무, 상업, 시설"
125,"아파트, 래미안, 위, 대, 브랜드, 세상, 선호, 차지, 롯데캐슬, 선호도"
126,"입주, 채, 물량, 만, 올해, 아파트, 공급, 예정, 전국, 감소"
127,"할랄, 두바이, 대표단, 투자, 유치, 식품, 수입, 알, 샴스, 경북"
128,"그룹, 대만, 기업, 로봇, 스타트업, 회장, 주요, 계열사, 글로벌, 회의"
129,"합성, 장갑, 고무, 대림산업, 인수, 수술, 사업부, 사업"
130,"행사, 드론, 부산, 경찰, 정상회의, 해운대, 대, 예정, 경호, 발대식"
131,"한우, 판매"
132,"거래, 건, 신고, 아파트, 불법, 서구, 조사, 자료, 중개, 가격"
133,"조, 억, 3분기, 분기, 삼성전자, 영업이익, 실적, 만, 지난해, 부문"
134,"사업, 발전, 포스코에너지, 에너지, 개발, 국내"
135,"경영, 부회장, 수립, 요청, 대비, 간담회, 황, 계획"
136,"카드, 만, 지역, 적립, 서구, 사용, 가입자, 매장, 인천, 혜택"
137,
138,"선, 인천, 철도, 호, 연장, 사업, 서울"
139,"중국, 시장, 대, 현대차그룹, 인사, 총괄, 현대차, 사장, 수석부회장, 현대·기아차"
140,"시, 층, 오후, 교육, 참가자, 반"
141,"금리, 연준, 기준, 시장, 결정, 미국, 인하, 추가, 이날, 경제"
142,"개월, 생산, 소비, 감소, 영향, 통계청, 전월"
143,"네이버, 금융, 파이낸셜, 서비스, 사업, 분사, 기존, 제휴, 다양, 금융상품"
144,
145,"채용, 디지털, 인력, 핀테크, 인재, 기업, 회사, 직원, 추천, 올해"
146,"칠레, 시위, 미국, 지난달, 대통령, 총리, 정부, 정상회의, 취소, 중국"
147,"대통령, 그, 사진, 트럼프, 합성, 바그다, 디, 작전, 당시, 지난달"
148,"공산당, 중국, 국가, 제도, 홍콩, 사회주의, 통치, 현대"
149,"대통령, 보좌관, 볼턴, 참석, 청문회, 우크라이나, 백악관, 증언, 트럼프, 미국"
150,"미국, 대통령, 위, 가면, 상품, 아마존"
151,"총리, 법무, 아베, 사퇴, 의혹, 상, 만, 가와, 제기, 사직서"
152,"중국, 사드, 한국, 배치, 미국, 공연, 한국인, 만, 보복, 정부"
153,"검찰, 규정, 오보, 수사, 법무부, 사건, 취재, 기자, 언론, 제한"
154,"광역, 교통망, 도시, 건설, 수도, 교통난, 교통, 발표, 철도, 서울"
155,"미용실, 운영, 원장, 소상공인, 임, 지원, 전문가, 프로젝트, 대형, 서울시"
156,"억, 조, 지원, 편성, 만, 서울시, 청년, 주거, 투입, 주택"
157,"고교, 교육, 무상, 입학금, 학교, 부담, 대학, 폐지, 일부, 개정안"
158,"군, 분, 병원, 오후, 시, 헬기, 해경, 참사, 구조, 확인"
159,"항공기, 항공사, 계열, 균열, 발생, 고객, 안전, 전화, 보잉, 해당"
160,"농도, 지역, 미세, 먼지, 초미세먼지, 수도, 수준, 기록"
161,"삼남, 제약, 대표, 기업, 지역, 김, 회사, 제품, 금산, 생산"
162,"석탄, 낙타, 설비, 처리, 개발, 발전소, 시스템, 작업, 기계, 사고"
163,"분야, 신뢰, 시험, 회사, 설립, 반도체, 기업, 기술, 평가, 분석"
164,"기술, 국산, 기업, 가능, 간, 정부, 산업, 대·중소기업, 이노비즈, 의지"
165,"중온아스콘, 제품, 환경유해물질, 산업, 개발, 순환, 환경, 윤, 생산, 활용"
166,"치즈, 회장, 썬리취, 제품, 회사, 기업, 산업, 취, 생산, 그"
167,"그, 고객, 회사, 대표, 기업, 유, 개발, 경쟁력, 상품, 시장"
168,"순간, 정전, 사고, 생산, 보상, 장치, 시장, 기술, 전압, 자동"
169,"항공, 분야, 개발, 항공기, 대표, 국방, 루맥스에어로, 스페이스, 센서, 압력"
170,"가맹점, 호식이두마리치킨, 활동, 치킨, 상생, 메뉴, 봉사, 지원, 가맹, 본부"
171,"기구, 디자인, 개발, 회사, 이글루, 운동, 파크, 제품, 모던, 시설물"
172,"회장, 투자, 선박, 해운, 업, 회사, 척, 우, 국가, 위기"
173,"분양, 회원, 호텔&리조트, 소노호텔&리조트, 혜택, 신규, 상품, 이용, 레저"
174,"회전, 충북도, 청주, 시설, 투자, 헬기, 정비, 폴리스, 지구, 헬리콥터"
175,"결제, 제로페, 가맹점, 상품권, 경남, 보급, 시스템, 기능, 이용, 편의"
176,"고무, 인수, 대림산업, 합성, 수술, 장갑, 라텍스, 생산, 억, 해외"
177,"사업, 창업, 로봇, 수행, 전담, 멘토, 한국로봇산업진흥원, 행사, 선정, 다양"
178,"다이슨, 모발, 헤어, 스타일, 기술, 제품, 팝업, 스토어, 달, 간"
179,"가구, 적용, 분양, 공간, 푸르지오, 동, 운정신도시, 파크, 층, 룸"
180,"중국, 사업, 현대·기아차"
181,"지식재산, 스타트업, 투자, 사, 경남, 창업, 지역, 리그, 영남, 강원"
182,"발행, 본드, 기준, 커버, 드, 대출, 은행, 원화, 채권, 예대율"
183,"경남, 콘퍼런스, 동향, 산업, 국제, 도시, 발표, 미래, 기술, 비행"
184,"통증, 환자, 척추, 요통, 주사, 요법, 연구, 통, 호소, 교수"
185,"고속정, 함정, 한진중공업, 해군, 차기, 척, 함, 건조, 전투, 고속"
186,"서비스, 항공, 고객, 델타, 메인, 제공, 기내, 기내식, 천, 국제선"
187,"낙태, 수술, 아기, 혐의, 산부인과, 검찰, 임신부, 경찰"
188,"억, 매출, 영업이익, 3분기, 조, 전망, 기록, 전년, 동기, 대비"
189,"남방, 진출, 아세안, 무역, 협회, 연합회, 특별정상회의, 방안, 신남방정책, 회의"
190,"할인, 행사, 판매, 규모, 상품, 가격, 최대, 유통, 구매, 진행"
191,"기종, 사고, 비행, 청, 가능, 독도, 대, 당시, 야간, 계기"
192,"할인, 진행, 한우, 행사, 날, 전국, 판매, 시식, 이마트, ‘대한민국"
193,"농협, 도시, 지역, 로컬푸드직, 매장, 농산물, 개장, 농업, 확대, 산지"
194,"어린이집, 북구, 보육, 장애, 아동, 울산, 세, 거점, 공공, 직장"
195,"산업, 분석, 경제, 기업, 정책, 빅데이터, 경남, 활용, 도, 지역"
196,"노인, 서울시, 학대, 의원, 토론회, 복지, 예방, 지원, 조례, 의회"
197,"상품, 구매, 할인, 행사, 종, 카드, 빼빼로, 증정, 이상, 데이"
198,"대표이사, 신임, 전략, 경영, 편의점, 운영, BGF리테일, 대표, BGF그룹, 기획"
199,"서강대, 조사, 부문, 서비스, 인증, 한국서비스품질지수, 종합, 대학교, 위, 대상"
200,"카이스트, 기술, 공동, 이전"
201,"학생, 원거리, 성적, 거주, 배려, 기숙사, 선발, 비율, 학교, 규정"
202,"오보, 기자, 규정, 조국, 구속, 조, 서울대, 수사, 국민, 출입"
203,"전자, 워시라바, 투자, 세탁, 플랫폼, 미국, 모바일, 사업"
204,"신념, 공정, 광장, 진영, 임금, 정책, 안철수, 정치, 서초동, 광화문"
205,"투자, 정부, 토목, 경기, 건설, 사업, 규모, 분기, 대비, 교통"
206,"한국, 미국, 한·미동맹, 군, 유엔사, 미, 이전, 한, 미군, 국방부"
207,"창업, 기업, 펀드, 대구, 조성, 삼성전자, 창조경제혁신센터, 지역, 억, 혁신"
208,"북한, 대, 정권, 원내대표, 방사포, 미사일"
209,"지역, 요건, 해제, 지정, 민간, 택지, 분양가상한제, 적용, 주택, 개정"
210,"전문대학, 동반, 성장, 발전, 종합, 역량, 방안, 교수, 교육, 의원"
211,"대표, 총선, 한국당, 당, 출마"
212,"자, 오보, 사건, 기사, 기자, 거대, 방향, 법무부, 언론, 권력"
213,"예산, 북한, 정권, 원내대표, 법무부, 훈령, 언론, 국민"
214,"금리, 기준, 인하, 한은, 추가, 연준, 전망, 미국, 미, 연내"
215,"예산, 훈령, 수사, 정권, 원내대표, 검찰"
216,"대통령, 정상, 회담, 문, 취소, 정상회의, 칠레, 가능성, 한, 미국"
217,"강, 전달, 남측, 관계, 별세, 간, 문, 대통령, 조, 남북"
218,"북한, 발사, 발사체, 방사포, 대형, 분, 동해, 시, 미국, 상"
219,"볼턴, 트럼프, 출석, 청문회, 대통령, 우크라이나, 조사, 줄리아니, 탄핵조사, 백악관"
220,"의원, 김, 딸, 채용, 혐의, 회장, 법원, 부정, 실형, 이석채"
221,"군, 분, 해경, 시, 헬기, 오후, 병원, 세월호, 참사, 조사"
222,"버스, 경찰, 수소, 전기, 고속, 현대차"
223,"미, 정상회의, 회담, 트럼프, 합의, 단계, 칠레, 대통령, 중국, 장소"
224,"사업, 매출, 분기, 영업이익, 전년, 증가, 텔레콤, 부문, 조, 감소"
225,"알바그다디, 미군, 특수, 당시, 접근, 미, 작전, 공개, 부대, 확인"
226,"이후, 수출액, 억, 달러, 개월, 수출, 연속, 만, 감소, 세계"
227,"사진, 차관, 김, 검찰, 가르마, 접대, 촬영, 인물, 기능, 왼쪽"
228,"경험, 토지, 투자, 부동산, 관심, 세종, 시, 대표, 땅, 실전"
229,"영입, 인재, 대장, 박, 대표, 당, 한국당, 인물, 교수, 논란"
230,"중국, 사업, 현대차그룹, 사장, 시장, 폭스바겐, 인사, 현대·기아차, 총괄, 소장"
231,"임금, 노사, 안, 합의, 올해, 협상, 지급"
232,"의원, 법안, 국회, 발의, 민주당, 회의, 개정안, 날, 의안, 자동"
233,"대형, 방사포, 시험, 사격, 통신, 국방, 발사, 연속사격체계, 무기"
234,"서울시, 조, 서울, 지원, 확대, 예산, 억, 일자리, 투자, 청년"
235,"인수, 고무, 대림산업, 미국, 크레이튼사, 부가, 가치, 라텍스, 생산, 사업부"
236,"수출, 감소, 개월, 반도체, 억, 달러, 미, 달, 연속, 일본"
237,"생산, 양식, 확보, 회사, 삼강, 바이오플락, 투자, 가동, 민물, 수산물"
238,"근린공원, 고덕역, 층, 단지, 가능"
239,"사고, 헬기, 기상, 해상, 소방헬기"
240,"저온, 개발, 기존, 획기적, 성능, 상용, 컴퓨터, 양자, 구글, 칩"
241,사고
242,"공사, 점수, 지난해, 입학, 확인, 출제, 결정, 국군간호사관학교, 합격자, 처리"
243,"고교, 상피, 도입, 제도, 전주, 답안지, 사건, 전국, 학교, 전북교육청"
244,"외교, 공공, 국제, 소프트, 파워, 이사장, 서울대, 한국, 교수, 표현"
245,"여연, 소득, 위, 대통령, 문, 정부, 증가, 비교, 일본, 한국"
246,"아파트, 관리, 단가, 관리비, 곳, 평균, 연식, 구축, 단지, 만"
247,"북한, 발사, 미국, 시, 분, 트럼프, 대통령, 미사일, 오후, 스톡홀름"
248,"베네수엘라, 국민, 비만, 인구, 단백질, 섭취, 평균, 영양"
249,"고속정, 한진중공업, 차기, 척, 함, 해군, 건조, 함정, 전투, 고속"
250,"시위, 여행, 안전, 해외, 홍콩, 여행경보, 발령, 카탈루냐, 지역"
251,"집회, 서초동, 참가자, 촛불, 단체, 조국, 참여, 청년, 수호, 촛불집회"
252,"조, 억, 삼성전자, 매출, 3분기, 영업이익, 분기, 투자, 반도체, 시장"
253,"진보, 조국, 정치, 개혁, 정당, 진영, 장관, 연대, 민주당, 보수"
254,"도시, 철도, 사업, 수도, 광역, 거점, 일정, 주요, 도로, 지하"
255,"발사, 북한, 발사체, 방사포, 비행, 고도, 대형, 평안남도, 일대, 발"
256,"크레이트, 카리플렉, 사업부, 인수"
257,"산업, 전략, 기술, 미국, 경쟁력, 분야, 중국, 일본, 미래, 리더십"
258,"규제, 핀테크, 샌드박스, 리스크, 정부, 회장, 혁신, 치아, 모델, 그"
259,"핀테크, 기술, 업체, 은행, 디지털, 치아, 회장, 금융, 플랫폼, 시장"
260,"스타트업, 대표, 창업, 기업, 기술, 한국, 시장, 그, 작가, 성장"
261,"공연, 모란봉악단, 북, 북한, 관계, 중국, 방중, 베이징, 예술단, 수교"
262,"사업, 포스코에너지, 조, 계획, 그룹, 에너지, 포스코, 기업, 발전, 해외"
263,"대통령, 문, 미사, 참석, 방문, 장, 청와대"
264,"수사, 검찰개혁, 민주당, 대표, 의원, 회의, 법안, 한국당, 당, 합의"
265,"건, 처리, 고교, 법안, 교육, 안, 통과, 학년, 무상, 개정안"
266,"교장, 민사, 학교, 학생, 교사, 사고, 전국, 전환, 모집, 교육"
267,"영장, 압수, 수색, 교수, 장관, 계좌, 기각, 검찰, 휴대전화, 조"
268,"대표, 영입, 제외, 교수, 장, 황, 대장, 여성, 경제, 명단"
269,"미국, 요구, 협상, 대사, 억, 금액, 정책, 이익, 분담금, 관련"
270,"대통령, 조문, 청와대, 문, 장례, 대표, 문재인, 성당, 정부"
271,"금리, 인하, 연준, 미, 경기, 전망, 시장, 경제, 한은, 가능성"
272,"법무부, 조사, 입법, 예고, 초안, 조항, 안, 시행, 의견, 반영"
273,"규정, 제한, 법무부, 오보, 기자, 공개, 비판, 안, 재판, 검찰청"
274,"검사, 파견, 복귀, 유지, 사건, 공소, 결정, 법무부, 팀, 투입"
275,"조, 구속, 혐의, 영장, 국장, 수사, 추가, 검찰, 장관, 동생"
276,"볼턴, 줄리아니, 보좌관, 증언, 시장, 하원, 가능성, 트럼프, 대통령, 우크라이나"
277,"요금, 칠레, 인상, 만, 지하철, 시위, 산티아고, 페소, 양극, 장관"
278,"중국, 단계, 미국, 장소, 합의, 미"
279,"정치, 트위터, 광고, 국장, 시도, 금지, 캠프, 레이, 미, 대선"
280,"시리아, 위원회, 터키, 출범, 헌법, 회의, 측, 러시아, 유엔"
281,"당, 홍콩, 중국, 언급, 사상, 중앙, 시진핑, 군, 국가, 일국양제"
282,"열차, 승객, 스토브, 가스, 조리, 파키스탄, 폭발, 화재, 발생, 사고"
283,은신처
284,"헬기, 세월호, 정, 분, 시, 오후, 해경, 참사, 군, 병원"
285,"인구, 소멸, 지수, 출산, 지방, 세, 감소, 활용, 고령, 지도"
286,"자금, 정치, 의원, 혐의, 만, 집행, 유예, 선고, 법, 위반"
287,"교육감, 최, 전북, 확정, 혐의"
288,"변호사, 윤, 박, 사건, 자백, 경찰, 재심, 당시, 범인, 범행"
289,"총장, 전원, 건국대, 충주, 대학, 민, 문서, 전달, 직위, 해제"
290,"점검, 고객, 방문, 도시가스, 노동자, 대책, 가스, 성, 도시, 안전"
291,"강사, 강좌, 대학, 학기, 감소, 지난해, 포인트, 학생, 교원, 학점"
292,"면허, 정지, 의료, 행위, 감사원, 의사, 기간, 청구, 파악"
293,"코리아세일페스타, 기업, 진행, 제품, 구매, 윤모, 장관"
294,"지원, 고용, 인력, 취업, 구직자, 만, 관리, 확보, 소득, 내년"
295,"금연, 과태료, 치료, 흡연, 구역, 교육, 감면, 부과, 만, 면제"
296,"노동, 보건의료, 간호사, 개선, 임금, 병원, 환경, 논의, 교육, 환자"
297,"만, 출가, 전업, 인력, 공개, 조사, 희망, 조선, 국가기록원, 노동력"
298,"국가, 직, 지자체, 소방, 예산, 인력, 전환, 인건비, 지원, 청"
299,"조, 청년, 지원, 시, 억, 예산, 편성, 주거, 투자, 규모"
300,"운영, 교실, 오후, 광희, 남산, 청구, 초등학교, 돌봄"
301,"억, 기금, 융자, 기업, 청년, 일자리, 내년, 용산구, 구"
302,"조, 영업이익, 억, 분기, 실적, 삼성전자, 매출, 3분기, 스마트폰, 부문"
303,"생산, 전월, 증가, 감소, 산업, 지수, 통계청, 투자, 기계, 소비"
304,"억, 부정, 보조금, 수급, 적발, 건, 사례, 모니터링, 간, 시스템"
305,
306,"네이버, 통장, 억, 추천, 서비스, 파이낸셜, 적금, 3분기, 분기, 금융회사"
307,"사업, 벤처"
308,"이라크, 어린이, 환자"
309,"대만, 회장, 혁신, 기업, 사장단, 시장"
310,"주제, 정책, 발전, 대한민국, ‘거버넌스, 미래, 지역, 거버넌스, 지방, 분권"
311,
312,"성장, 사업"
313,"시멘트, 제천, 공장, 시, 채, 발견, 킬, 르, 현장, 선수"
314,"협상, 국민, 방위비, 분담금, 윈셋, 딸, 한국, 정부, 미국, 차"
315,"일본, 정부, 판결, 기업, 피해자, 배상, 한국, 한, 법원, 협정"
316,"언론, 검찰, 훈령, 수사, 법무부, 오보, 금지, 규정, 출입, 제한"
317,"야당, 정치, 대장, 논란, 영입, 인재, 유비, 총선, 대표, 박"
318,"정부, 위기, 정책, 갈등, 경제, 맥락, 이슈, 상황, 정치, 국민"
319,"모델, 뉴, 콰트로, 탑재, 아우디, 만, 차, 차량, 프리미엄, 서울"
320,"뉴, 충전, 차, 전기, 제동, 그릴, 주행, 기능, 기차, 국내"
321,"민물, 달팽이, 연구, 주혈흡충증, 감염, 발생, 대, 미국, 런던, 팀"
322,"홍역, 연구, 백신, 면역, 팀, 항체, 아이, 미국, 결과, 국제"
323,"와인, 빈티지, 살롱, 병, 생산, 포도, 샴페인, 해, 날씨, 뒤"
324,"알바그다디, 조직, 미국, 음성, 칼리프, 알쿠라이시, 아부, 성명, 사망, 확인"
325,"교수, 구속, 정, 기간, 연장, 검찰, 혐의, 서울, 법원, 허가"
326,"섬, 발견, 아멜리아, 캄보디아, 수색, 영국, 바다"
327,"국무부, 대사, 부, 지명, 폼페이, 오, 이수혁, 인준, 북, 스톡홀름"
328,"정부, 농업, 농민, 조, 소득, 예산, 직불, 개도국, 간, 억"
329,"검찰, 보수, 세력, 집회, 북한, 정치, 신문, 인민, 진보, 남한"
330,"부시장, 유, 의혹, 청와대, 감찰, 부산시, 시정, 중단, 검찰"
331,"시, 주석, 중국, 공산당, 논의, 홍콩, 통치, 강화, 4중전회, 체계"
332,"북한, 발사체, 발사, 방사포, 동해, 발, 이날, 추가, 시험"
333,"조, 청와대, 전달, 발사체, 상, 문, 북한, 대통령, 발사, 발"
334,"근로자, 정규, 직, 만, 조사, 기간, 질문, 전년, 설명, 통계청"
335,"억, 조, 예산, 지원, 올해, 청년, 증가, 일자리, 내년, 규모"
336,"매장, 포에버, 파산, 미국, 보호, 신청, 기업, 만"
337,"위기, 국가, 다이아몬드, 미국, 한국, 그, 일본, 핀란드, 개인, 책"
338,"미국, 해지스, 종말, 재벌"
339,"방사포, 사격, 대형, 시험, 국방, 체계, 무기, 발"
340,"시험, 발사, 사격, 대형, 방사포, 무기, 북한, 진행, 통신, 위원장"
