index,topics
0,"일자리, 광주, 협약, 만, 노사, 임금, 광주시, 현대차, 유예, 노동"
1,"미, 북, 회담, 북한, 협상, 당국자, 정상, 평화체제, 비핵화, 상응조치"
2,"대우조선, 산업은행, 회장, 중공업, 지원, 지주, 현대, 조, 억, 삼성"
3,"한국, 제재, 정부, 신고, 저, 재위, 전문가, 보고서, 대북, 지난해"
4,"사업, 전자, 조, 매출, 영업이익, 억, 본부, 지난해, 스마트, 폰"
5,"일자리, 광주, 생산, 공장, 경쟁력, 국내, 임금, 노조, 모델, 기자"
6,"민주당, 판결, 김, 지사, 여당, 부장판사, 여론"
7,"수사, 협회, 경찰, 관계자, 업체, 물, 사본, 증거, 회원사, 혐의"
8,"진술, 김, 검찰, 대통령, 특활, 억, 선고, 공소, 재판부"
9,"쿠바, 주재, 귀뚜라미, 추측, 호소, 관계, 대사관, 캐나다, 정부, 직원"
10,"아내, 방치, 혐의, 경찰, 진술, 수사, 검찰"
11,"금융, 클라우드, 서비스, 특성, 한국, 모델, 억, 달러"
12,"서비스, 르노삼성, 고객, 센터, 보증, 연장, 프로그램, 국내, 만족도, 정비"
13,"억, 분야, 기술, 개발, 투자, 바이오, 연구, 발굴, 원천, 사업"
14,"폐수, 비료, 가축분뇨, 자원, 시설, 음식물, 쓰레기, 사용, 물, 고시"
15,"억, 손실, 매출액, 쌍용차, 복직, 지난해, 창사, 이래, 최대, 영업"
16,"압수, 영장, 수색, 판단, 수사, 기재, 기관, 해석, 포함, 거래"
17,"달러, 달러화, 은행, 자산, 예금, 금리, 기준, 가치, 팀장, 환율"
18,"기업, 자금, 억, 정부, 가상화폐, 공개, 금지, 투자, 모집, 개발"
19,"대화, 스켈터랩스, 지능, 고객, 컨택, 효성ITX, 상담, 센터, 솔루션, 기술"
20,"교육, 특구, 지역, 직업, 일자리, 지정, 중기"
21,"지역, 원정, 대, 드림, 강원랜드, 지난해, 프로그램, 하이, 사진, 이원"
22,"연탄, 가격, 인상, 밥상, 공동체, 철회, 전국, 지난해, 장, 복지재단"
23,"골볼, 팀, 장애인, 선수, 대회, 충남, 창단, 종목, 전국, 시각"
24,"비서관, 보좌관, 정무, 노사, 관계"
25,"냉동만두, 만두, 시장, 억, 군, 시작, 소비, CJ제일제당, 물, 비비고"
26,"꼬막, 도시락, 불고기, 메뉴, 맛, 여수, 외식, 식, 다양, 인기"
27,"신라면, 억, 농심, 매출, 브랜드, 만, 위, 시장, 중국, 미국"
28,"설, 가구, 인, 명절, 상차림, 운영, 상품, 기획전, 나물, 편의점"
29,"홈플러스, 직원, 협상, 잠정, 안, 합의, 노사, 무기계약직, 정규직, 전환"
30,"장관, 경제, 한국, 초대, 최고"
31,"미국, 국가조찬기도회, 참석, 목사, 의원, 기도회, 행사, 워싱턴DC, 트럼프"
32,"할인, 모바일, 설, 연휴, 행사, 쿠폰, 진행, 증정, 추첨, 출석"
33,"서비스, 점검, 고객, 무상, 설, 현대차, 기아차, 운행, 현대·기아자동차, 전국"
